no.,time,dht_humidity,dht_temperature,aw_current_temp,aw_current_rftemp,aw_current_rftemp_shade,aw_current_hum,aw_current_israining,aw_future_temp,aw_future_rftemp,aw_future_hum,ds_current_temp,ds_current_rftemp,ds_current_hum,ds_future_temp,ds_future_rftemp,ds_future_hum
460,07 Sep 2019 12:10,39.5,22.9,18.9,19.1,17.2,52,False,22.7,21.5,50,21.68,21.68,43.0,23.15,23.15,54.0
461,07 Sep 2019 14:10,47.7,21.6,22.8,22.9,21.0,49,False,20.4,18.8,60,23.27,23.27,47.0,21.24,21.24,63.0
462,07 Sep 2019 16:10,44.2,23.8,22.2,21.2,20.3,52,False,18.6,17.0,70,22.51,22.51,52.0,18.74,18.75,80.0
463,07 Sep 2019 18:10,51.5,22.7,22.8,20.6,20.6,49,False,17.3,14.8,79,21.54,21.54,63.0,17.02,17.09,89.0
464,07 Sep 2019 20:10,58.8,22.2,22.2,20.5,20.5,56,False,16.5,14.0,81,19.78,19.78,67.0,15.55,15.55,89.0
465,07 Sep 2019 22:10,53.9,22.0,20.0,18.4,18.4,63,False,15.5,13.2,91,18.24,18.24,75.0,15.69,15.69,86.0
466,08 Sep 2019 00:10,56.1,21.2,17.8,15.8,15.8,77,False,14.8,12.3,93,19.37,19.37,65.0,15.06,15.06,88.0
467,08 Sep 2019 02:10,79.4,19.5,16.1,15.6,15.6,93,False,16.1,14.4,88,15.95,16.01,92.0,14.65,14.65,94.0
468,08 Sep 2019 04:10,86.2,18.7,16.1,16.3,16.3,93,False,18.0,18.4,79,15.73,15.83,94.0,15.93,15.93,88.0
469,08 Sep 2019 06:10,91.0,18.0,15.0,14.5,14.5,100,True,19.2,19.4,74,15.11,15.26,99.0,16.94,16.94,86.0
470,08 Sep 2019 08:10,92.6,17.5,13.9,11.6,11.6,100,False,20.5,22.6,70,14.65,14.67,96.0,16.34,16.34,84.0
471,08 Sep 2019 10:10,96.3,15.7,13.9,11.6,10.3,93,False,20.6,19.7,77,14.06,14.09,98.0,18.64,18.64,74.0
472,08 Sep 2019 12:10,94.5,15.7,13.9,13.7,11.8,100,False,19.3,18.4,78,14.79,14.79,94.0,18.96,18.96,72.0
473,08 Sep 2019 14:10,94.2,16.5,15.0,16.3,16.3,93,False,17.4,17.5,87,16.1,16.13,91.0,15.99,15.99,79.0
474,08 Sep 2019 16:10,91.7,17.2,16.1,16.9,16.9,87,False,15.1,14.6,83,17.07,17.07,82.0,14.76,14.76,81.0
475,08 Sep 2019 18:10,92.3,16.8,16.1,16.8,16.8,87,False,14.5,14.6,89,15.46,15.46,89.0,13.98,13.98,85.0
476,08 Sep 2019 20:10,92.2,17.5,16.1,16.9,16.9,82,False,12.6,12.4,97,14.65,14.65,90.0,14.12,14.12,85.0
477,08 Sep 2019 22:10,92.0,17.2,15.0,14.7,14.7,93,False,14.0,13.5,95,15.22,15.22,89.0,15,15,84.0
478,09 Sep 2019 00:10,92.0,16.9,15.0,15.5,15.5,93,False,14.4,13.5,93,14.68,14.68,95.0,15.53,15.53,87.0
479,09 Sep 2019 02:10,93.2,16.6,13.9,12.1,12.1,93,False,17.0,16.4,83,13.87,13.87,95.0,16.55,16.62,90.0
480,09 Sep 2019 04:10,93.3,16.2,13.9,12.5,12.5,93,False,21.3,21.2,64,15.34,15.34,90.0,20.24,20.26,74.0
481,09 Sep 2019 08:10,93.4,16.1,16.1,15.0,15.0,82,False,25.3,25.8,47,15.73,15.73,88.0,25.39,25.4,55.00000000000001
482,09 Sep 2019 10:10,76.1,20.8,21.1,21.6,19.3,68,False,25.8,25.1,44,21.03,21.03,68.0,25.83,25.83,47.0
483,09 Sep 2019 12:10,57.4,26.4,23.9,24.3,21.9,56,False,23.7,22.2,45,24.37,24.37,56.00000000000001,24.5,24.5,48.0
484,09 Sep 2019 14:10,51.2,27.1,25.0,24.6,22.9,50,False,20.7,18.9,54,25.67,25.67,48.0,20.52,20.52,65.0
485,09 Sep 2019 16:10,52.1,25.5,25.0,23.9,23.0,50,False,16.8,12.9,84,24.96,24.96,49.0,17.37,17.37,81.0
486,09 Sep 2019 18:10,57.2,23.9,21.1,20.8,20.8,77,False,16.1,14.8,89,19.66,19.75,79.0,15.2,15.2,89.0
487,09 Sep 2019 20:10,69.5,22.7,21.1,20.8,20.8,77,False,15.1,13.4,91,20.14,20.2,76.0,14.37,14.37,89.0
488,09 Sep 2019 22:10,80.0,21.7,17.8,17.6,17.6,82,False,14.1,12.1,92,17.83,17.95,87.0,13.65,13.65,85.0
489,10 Sep 2019 00:10,80.3,19.8,17.2,17.0,17.0,87,True,11.5,9.0,95,16.07,16.07,89.0,12.25,12.25,90.0
490,10 Sep 2019 02:10,90.8,18.3,16.1,12.6,12.6,87,False,13.5,11.2,83,15.31,15.36,94.0,12.15,12.15,89.0
491,10 Sep 2019 04:10,92.4,16.4,12.8,10.8,10.8,93,False,16.0,14.4,71,13.4,13.4,93.0,14.75,14.75,79.0
492,10 Sep 2019 06:10,92.2,15.3,12.8,9.4,9.4,93,False,17.2,16.2,66,12.15,12.15,94.0,16.61,16.61,74.0
493,10 Sep 2019 08:10,91.4,14.6,12.8,9.9,9.9,87,False,18.8,18.5,58,13.4,13.4,85.0,17.53,17.53,67.0
494,10 Sep 2019 10:10,88.8,14.9,13.9,10.5,10.5,82,False,20.1,19.7,50,15.77,15.77,76.0,20.02,20.02,52.0
495,10 Sep 2019 12:10,83.3,15.6,15.0,12.7,11.9,76,False,18.5,17.8,55,15.43,15.43,74.0,20.04,20.04,50.0
496,10 Sep 2019 14:10,79.6,16.6,17.2,16.6,15.6,67,False,15.9,15.1,66,16.67,16.67,65.0,15.84,15.84,68.0
497,10 Sep 2019 16:10,68.5,17.8,18.9,17.5,16.8,55,False,14.5,13.2,72,20.06,20.06,52.0,13.27,13.27,81.0
498,10 Sep 2019 18:10,56.9,19.4,18.9,17.8,17.8,55,False,13.2,12.0,81,17.94,17.94,57.99999999999999,12.22,12.22,87.0
499,10 Sep 2019 20:10,60.4,18.9,15.0,14.2,14.2,71,False,11.9,10.7,85,13.66,13.66,80.0,12.18,12.18,91.0
500,10 Sep 2019 22:10,73.2,17.2,13.9,12.5,12.5,76,False,12.1,11.3,84,13.46,13.46,80.0,11.2,11.2,91.0
501,11 Sep 2019 00:10,76.2,16.0,12.2,11.8,11.8,81,False,10.1,10.1,92,12.2,12.2,89.0,10.44,10.44,94.0
502,11 Sep 2019 02:10,81.0,15.1,11.1,9.4,9.4,87,False,14.1,14.3,74,11.44,11.44,87.0,12.18,12.18,89.0
503,11 Sep 2019 04:10,84.2,14.4,10.0,11.3,11.3,93,False,18.5,19.4,60,10.11,10.11,91.0,17.41,17.41,69.0
504,11 Sep 2019 06:10,83.6,14.3,10.0,11.0,11.0,93,False,21.1,22.8,51,10.55,10.55,93.0,20.52,20.52,57.99999999999999
505,11 Sep 2019 08:10,84.4,13.9,11.1,11.7,11.7,93,False,22.6,24.4,45,12.04,12.04,88.0,22.37,22.37,50.0
506,11 Sep 2019 10:10,71.0,18.0,17.2,18.3,16.6,72,False,23.2,23.7,44,18.7,18.7,63.0,23.41,23.41,46.0
507,11 Sep 2019 12:10,54.9,22.8,20.0,21.2,18.8,59,False,21.3,21.1,55,20.23,20.23,61.0,22.53,22.53,48.0
508,11 Sep 2019 14:10,46.9,25.9,22.2,23.3,20.9,52,False,18.5,17.3,63,21.74,21.74,50.0,18.78,18.78,62.0
509,11 Sep 2019 16:10,49.8,22.5,22.2,21.6,20.6,52,False,16.5,15.8,68,21.6,21.6,53.0,15.92,15.92,76.0
510,11 Sep 2019 18:10,48.9,22.7,22.8,22.1,22.1,46,False,14.6,14.3,77,21.86,21.86,47.0,14.53,14.53,85.0
511,11 Sep 2019 20:10,53.1,21.7,18.9,17.7,17.7,59,False,13.7,13.5,80,17.18,17.18,73.0,13.43,13.43,87.0
512,11 Sep 2019 22:10,66.9,19.4,17.2,17.6,17.6,72,False,12.8,12.2,84,16.18,16.18,72.0,12.31,12.31,91.0
513,12 Sep 2019 00:10,75.7,17.9,12.8,13.8,13.8,87,False,11.8,11.5,88,14.46,14.46,81.0,11.88,11.88,94.0
514,12 Sep 2019 02:10,81.9,16.6,12.2,12.4,12.4,93,False,15.6,15.7,74,12.05,12.05,94.0,13.82,13.82,88.0
515,12 Sep 2019 04:10,84.4,16.0,12.2,12.8,12.8,93,False,20.2,20.8,60,11.71,11.71,95.0,19.26,19.26,68.0
516,12 Sep 2019 06:10,83.7,15.6,11.1,11.3,11.3,100,False,22.8,23.6,48,11.42,11.42,99.0,21.93,21.93,55.00000000000001
517,12 Sep 2019 08:10,86.1,14.8,12.8,14.2,14.2,87,False,23.8,24.3,40,14.12,14.12,82.0,23.64,23.64,42.0
518,12 Sep 2019 10:10,60.7,21.5,20.0,21.7,19.0,63,False,23.2,22.8,43,20.98,20.98,57.99999999999999,23.61,23.61,41.0
519,12 Sep 2019 12:10,51.1,26.4,22.8,24.2,21.2,49,False,20.9,20.0,52,23.28,23.28,52.0,22.14,22.14,48.0
520,12 Sep 2019 14:10,43.0,27.8,23.9,24.4,22.2,40,False,17.9,17.2,69,22.8,22.8,45.0,18.35,18.35,68.0
521,12 Sep 2019 16:10,41.0,25.7,23.9,23.7,22.3,40,False,16.4,15.7,78,23.43,23.43,40.0,15.37,15.37,84.0
522,12 Sep 2019 18:10,42.0,23.8,22.8,21.9,21.9,43,False,14.7,14.4,89,21.12,21.12,52.0,14.2,14.2,90.0
523,12 Sep 2019 20:10,52.3,21.8,18.9,17.4,17.4,63,False,13.9,13.5,91,17.82,17.82,67.0,13.44,13.44,89.0
524,12 Sep 2019 22:10,71.0,19.8,16.1,15.8,15.8,82,False,13.6,13.0,94,15.22,15.22,87.0,13.35,13.35,90.0
525,13 Sep 2019 00:10,86.4,16.8,13.9,14.4,14.4,87,False,13.1,12.0,94,12.44,12.44,92.0,13.65,13.65,93.0
526,13 Sep 2019 02:10,86.3,16.7,12.8,13.8,13.8,93,False,15.9,15.1,81,12.67,12.67,95.0,15.51,15.51,88.0
527,13 Sep 2019 04:10,87.8,16.0,12.8,13.4,13.4,93,False,19.7,19.5,66,12.5,12.5,99.0,19.79,19.79,72.0
528,13 Sep 2019 06:10,88.4,16.4,11.1,10.9,10.9,93,False,21.8,21.7,59,12.91,12.91,95.0,21.64,21.64,65.0
529,13 Sep 2019 08:10,90.2,15.8,15.0,15.6,15.6,87,False,23.0,22.8,54,13.64,13.64,89.0,23.05,23.05,56.00000000000001
530,13 Sep 2019 10:10,71.7,20.7,20.0,21.2,18.5,68,False,22.7,21.5,54,21.31,21.31,65.0,23.46,23.46,53.0
531,13 Sep 2019 12:10,54.9,26.3,22.8,23.1,21.2,56,False,20.7,19.0,62,22.79,22.79,56.99999999999999,21.41,21.41,62.0
532,13 Sep 2019 14:10,51.0,26.1,22.8,21.9,21.1,52,False,17.8,16.0,85,22.51,22.51,53.0,18.06,18.06,77.0
533,13 Sep 2019 16:10,57.5,22.6,22.2,21.2,20.4,56,False,16.3,13.9,71,22.21,22.21,55.00000000000001,15.64,15.64,76.0
534,13 Sep 2019 18:10,57.0,22.5,21.1,19.8,19.8,59,False,13.6,11.4,73,20.37,20.37,65.0,13.29,13.29,79.0
535,13 Sep 2019 20:10,60.0,21.9,17.8,14.5,14.5,82,True,11.6,9.3,80,17.73,17.73,82.0,11.6,11.6,86.0
536,13 Sep 2019 22:10,91.1,18.9,16.1,14.6,14.6,87,False,10.3,8.0,90,15.99,15.99,83.0,10.27,10.27,90.0
537,14 Sep 2019 00:10,87.1,17.6,13.9,11.0,11.0,76,False,8.2,5.3,98,13.88,13.88,79.0,9.84,7.69,92.0
538,14 Sep 2019 02:10,76.8,15.2,11.1,9.4,9.4,81,False,11.4,9.2,81,11.69,11.69,76.0,11.29,11.29,87.0
539,14 Sep 2019 04:10,79.6,14.5,10.0,8.2,8.2,87,False,15.1,13.9,59,9.92,7.95,91.0,14.87,14.87,68.0
540,14 Sep 2019 06:10,85.2,13.3,8.9,7.8,7.8,93,False,16.6,15.5,51,9.27,7.77,92.0,16.94,16.94,56.00000000000001
541,14 Sep 2019 08:10,86.0,12.5,11.1,10.2,10.2,87,False,17.6,16.6,48,11.02,11.02,83.0,18.47,18.47,45.0
542,14 Sep 2019 10:10,64.0,18.2,15.0,15.2,13.0,71,False,18.4,17.3,44,15.17,15.17,65.0,18.91,18.91,42.0
543,14 Sep 2019 12:10,52.3,23.0,17.8,18.0,16.2,48,False,16.8,15.4,50,17.81,17.81,52.0,17.53,17.53,45.0
544,14 Sep 2019 14:10,45.7,22.1,17.2,17.3,15.1,48,False,13.9,12.4,64,18.39,18.39,44.0,14.12,14.12,59.0
545,14 Sep 2019 16:10,41.8,21.2,18.9,18.0,16.9,42,False,12.2,10.3,70,19,19,41.0,11.37,11.37,73.0
546,14 Sep 2019 18:10,43.6,19.9,17.2,15.5,15.5,48,False,10.3,9.4,79,16.98,16.98,48.0,9.73,8.35,83.0
547,14 Sep 2019 20:10,49.1,18.3,12.8,13.0,13.0,62,False,9.1,8.3,84,11.98,11.98,68.0,9.1,7.64,86.0
548,14 Sep 2019 22:10,58.0,15.8,11.1,10.7,10.7,71,False,8.1,7.8,89,10.52,10.52,74.0,7.93,6.15,89.0
549,15 Sep 2019 00:10,66.3,14.3,7.8,8.0,8.0,87,False,8.3,7.4,83,10.41,10.41,80.0,7.41,5.33,90.0
550,15 Sep 2019 02:10,71.7,13.1,7.8,9.2,9.2,93,False,11.1,9.9,71,7.91,7.13,88.0,9.75,7.81,78.0
551,15 Sep 2019 04:10,75.3,12.3,6.1,7.0,7.0,93,False,16.1,15.1,52,6.36,5.52,95.0,15.38,15.38,56.99999999999999
552,15 Sep 2019 06:10,78.9,11.2,6.1,8.4,8.4,93,False,18.7,18.6,46,6.67,6.02,90.0,18.95,18.95,46.0
553,15 Sep 2019 08:10,79.8,10.6,10.0,12.4,10.2,81,False,20.2,19.0,42,9.5,8.14,76.0,21.39,21.39,39.0
554,15 Sep 2019 10:10,62.1,15.5,16.1,17.2,14.6,54,False,20.9,19.6,44,17.03,17.03,55.00000000000001,22.54,22.54,41.0
555,15 Sep 2019 12:10,44.8,21.6,17.8,17.1,15.8,48,False,19.6,17.8,51,19.55,19.55,44.0,21.74,21.74,47.0
556,15 Sep 2019 14:10,43.0,21.7,20.0,19.1,18.0,39,False,17.9,15.9,62,21.25,21.25,39.0,19.61,19.61,57.99999999999999
557,15 Sep 2019 16:10,40.7,21.6,21.1,20.9,19.5,42,False,17.8,15.6,56,20.27,20.27,45.0,18.39,18.39,51.0
558,15 Sep 2019 18:10,45.3,21.1,20.0,18.8,18.8,52,False,16.7,14.5,54,19.51,19.51,54.0,17.17,17.17,50.0
559,15 Sep 2019 20:10,53.5,20.3,17.2,16.6,16.6,63,False,15.3,12.0,62,18.02,18.02,62.0,16.49,16.49,52.0
560,15 Sep 2019 22:10,59.8,18.8,18.9,17.1,17.1,59,False,13.8,11.2,75,17.23,17.23,61.0,15.75,15.75,72.0
561,16 Sep 2019 00:10,62.0,19.0,17.8,16.5,16.5,59,False,14.0,11.2,72,17.63,17.63,57.99999999999999,14.35,14.35,82.0
562,16 Sep 2019 02:10,59.8,18.2,17.8,16.2,16.2,48,False,13.9,11.1,65,17.38,17.38,52.0,13.38,13.38,74.0
563,16 Sep 2019 04:10,52.7,18.0,17.2,16.2,16.2,55,False,15.0,12.8,57,16.6,16.6,68.0,14.97,14.97,63.0
564,16 Sep 2019 06:10,56.4,17.4,16.1,13.5,13.5,58,False,15.8,14.3,53,15.02,15.02,60.0,16.07,16.07,56.99999999999999
565,16 Sep 2019 08:10,58.8,16.0,13.9,12.4,12.4,67,False,16.8,15.6,48,13.34,13.34,66.0,18.18,18.18,47.0
566,16 Sep 2019 10:10,52.8,18.2,15.0,12.8,11.7,58,False,18.0,17.1,44,15.93,15.93,52.0,18.65,18.65,42.0
567,16 Sep 2019 12:10,48.4,19.1,17.2,15.9,14.9,48,False,16.0,14.1,49,17.47,17.47,48.0,17.63,17.63,43.0
568,16 Sep 2019 14:10,45.1,20.4,17.2,15.5,14.7,48,False,13.7,11.6,59,18.33,18.33,42.0,14.75,14.75,54.0
569,16 Sep 2019 16:10,44.0,20.2,17.2,15.9,14.9,48,False,12.4,10.1,63,17.39,17.39,46.0,12.79,12.79,67.0
570,16 Sep 2019 18:10,46.5,18.5,16.1,14.1,14.1,51,False,11.5,9.1,69,16.1,16.1,50.0,11.27,11.27,75.0
571,16 Sep 2019 20:10,48.6,17.0,13.9,13.0,13.0,54,False,9.8,7.4,77,13.63,13.63,56.99999999999999,9.71,7.26,86.0
572,16 Sep 2019 22:10,51.1,16.0,12.2,11.8,11.8,62,False,9.2,6.9,80,11.62,11.62,64.0,9.08,6.58,90.0
573,17 Sep 2019 00:10,55.4,14.7,10.0,8.8,8.8,76,False,7.8,4.9,89,9.51,8.11,74.0,8.87,6.27,91.0
574,17 Sep 2019 02:10,62.5,13.3,8.9,7.0,7.0,81,False,10.3,7.7,79,9.41,7.27,76.0,9.99,7.47,87.0
575,17 Sep 2019 04:10,70.6,12.1,8.9,7.0,7.0,81,False,13.7,11.6,62,8.56,6.62,83.0,13.78,13.78,66.0
576,17 Sep 2019 06:10,76.0,11.3,7.8,5.7,5.7,87,False,15.5,13.5,52,8.13,6.13,86.0,15.47,15.47,56.99999999999999
577,17 Sep 2019 08:10,83.4,11.0,8.9,7.0,7.0,87,False,15.1,13.2,54,9.11,6.93,85.0,15.48,15.48,51.0
578,17 Sep 2019 12:10,51.4,20.0,16.1,14.7,13.3,51,False,12.5,8.7,72,15.03,15.03,56.00000000000001,15,15,56.00000000000001
579,17 Sep 2019 14:10,55.7,15.6,15.0,12.7,11.9,51,False,10.2,5.6,83,14.72,14.72,53.0,11.17,11.17,76.0
580,17 Sep 2019 16:10,52.3,16.5,15.0,12.7,12.7,54,False,9.2,3.9,83,15.28,15.28,53.0,9.65,6.24,85.0
581,17 Sep 2019 18:10,54.8,15.9,12.8,10.7,10.7,66,True,8.0,2.1,86,12.98,12.98,68.0,8.5,4.56,89.0
582,17 Sep 2019 20:10,89.0,12.0,8.9,4.5,4.5,87,True,6.4,-0.3,89,8.36,6.34,100,7.76,3.42,91.0
583,17 Sep 2019 22:10,91.6,10.6,7.8,4.5,4.5,93,False,6.8,-0.2,84,7.58,4.89,95.0,7.34,2.61,93.0
584,18 Sep 2019 00:10,92.0,9.7,7.8,3.6,3.6,87,False,7.1,0.4,86,7.5,3.77,89.0,7.9,3.2,94.0
585,18 Sep 2019 02:10,88.5,9.4,7.8,2.4,2.4,81,False,8.8,3.0,80,7.33,3.29,83.0,9.11,4.84,92.0
586,18 Sep 2019 04:10,83.8,8.8,7.2,2.9,2.9,81,False,11.2,4.2,72,6.66,2.51,78.0,11.51,11.51,79.0
587,18 Sep 2019 06:10,85.3,8.5,7.8,2.8,2.8,81,True,13.5,10.3,56,7.41,3.42,86.0,13.35,13.35,66.0
588,18 Sep 2019 08:10,93.4,8.8,7.8,3.1,3.1,93,True,15.0,12.8,46,9.06,5.61,85.0,14.7,14.7,55.00000000000001
589,18 Sep 2019 10:10,96.0,9.3,10.0,5.5,5.5,81,False,13.3,10.1,58,10.54,10.54,78.0,13.93,13.93,63.0
590,18 Sep 2019 12:10,71.0,14.3,15.0,12.9,10.9,54,False,12.3,8.7,67,14.23,14.23,55.00000000000001,13.06,13.06,69.0
591,18 Sep 2019 14:10,54.7,17.2,13.9,10.8,9.8,54,False,10.2,7.2,83,14.46,14.46,48.0,11.42,11.42,67.0
592,18 Sep 2019 16:10,56.4,14.7,10.0,6.0,6.0,76,True,9.1,5.6,84,12.53,12.53,63.0,9.79,7.5,74.0
593,18 Sep 2019 18:10,82.2,12.2,11.1,10.6,10.6,76,True,8.0,5.1,93,9.75,7.96,80.0,8.52,5.98,82.0
594,18 Sep 2019 20:10,93.2,10.4,8.9,5.8,5.8,87,False,7.3,4.6,94,8.15,7.11,90.0,8.03,5.28,86.0
595,18 Sep 2019 22:10,89.6,10.7,7.2,7.5,7.5,93,False,6.6,3.9,98,7.48,5.43,90.0,8.59,5.99,83.0
596,19 Sep 2019 00:10,88.8,10.3,7.2,4.5,4.5,93,False,5.9,2.8,97,6.85,4.79,95.0,7.92,5.06,81.0
597,19 Sep 2019 02:10,91.1,9.5,6.1,5.6,5.6,93,False,7.8,4.2,87,6.88,5.04,94.0,7.55,4.61,81.0
598,19 Sep 2019 04:10,90.3,9.3,5.0,4.4,4.4,100,False,10.8,7.9,73,6.15,4.86,91.0,10.25,10.25,75.0
599,19 Sep 2019 06:10,93.0,8.9,6.1,3.9,3.9,93,False,12.9,10.7,65,5.4,2.88,98.0,12.75,12.75,65.0
600,19 Sep 2019 08:10,91.3,8.9,7.8,6.6,5.1,87,False,14.0,12.0,60,6.7,4.19,93.0,14.75,14.75,52.0
601,19 Sep 2019 10:10,74.9,13.4,10.0,8.0,8.0,76,False,12.7,7.6,68,11.02,11.02,81.0,15.25,15.25,46.0
602,19 Sep 2019 12:10,65.1,15.0,12.8,12.8,10.8,71,False,11.5,8.0,71,12.39,12.39,68.0,14.32,14.32,47.0
603,19 Sep 2019 14:10,61.9,15.6,13.9,13.2,11.7,62,False,9.5,7.3,81,14.51,14.51,56.99999999999999,11.87,11.87,55.00000000000001
604,19 Sep 2019 16:10,58.3,16.7,7.8,5.3,5.3,87,True,8.7,6.3,81,11.87,11.87,71.0,9.82,7.83,66.0
605,19 Sep 2019 18:10,85.0,11.2,10.0,8.7,8.7,81,False,7.4,5.4,88,8.78,8.05,84.0,8.05,5.66,76.0
606,19 Sep 2019 20:10,88.8,11.1,7.2,6.4,6.4,81,False,5.9,3.4,94,7.72,5.32,92.0,6.27,3.67,81.0
607,19 Sep 2019 22:10,86.0,10.6,7.8,4.0,4.0,87,False,4.7,2.7,96,6.44,4.65,92.0,5.52,2.79,80.0
608,20 Sep 2019 00:10,89.9,10.0,6.1,3.9,3.9,93,False,4.2,1.7,97,6.05,3.73,91.0,5.4,2.73,80.0
609,20 Sep 2019 02:10,90.8,8.8,3.9,4.2,4.2,100,False,6.7,5.5,87,4.32,2.33,94.0,6.23,3.93,81.0
610,20 Sep 2019 04:10,90.6,7.9,3.9,1.4,1.4,93,False,10.6,10.0,72,2.88,0.52,98.0,9.22,7.7,72.0
611,20 Sep 2019 06:10,92.2,7.0,5.0,3.5,3.5,93,True,12.8,12.7,57,4.46,2.22,98.0,12.02,12.02,59.0
612,20 Sep 2019 08:10,91.4,7.9,5.0,3.1,3.1,93,False,13.6,14.1,52,5.07,3.35,97.0,14.57,14.57,43.0
613,20 Sep 2019 10:10,78.6,11.3,8.9,11.5,8.4,87,False,14.1,12.6,48,10.15,10.15,77.0,15.5,15.5,38.0
614,20 Sep 2019 12:10,60.2,16.5,12.8,13.3,11.3,58,False,12.5,12.1,57,13.27,13.27,59.0,14.04,14.04,41.0
615,20 Sep 2019 14:10,54.3,16.8,12.8,12.2,9.7,62,False,9.6,9.8,71,10.96,10.96,66.0,10.61,10.61,53.0
616,20 Sep 2019 16:10,79.5,14.1,12.8,14.5,14.5,62,False,9.3,8.4,72,13.65,13.65,55.00000000000001,9.01,7.73,63.0
617,20 Sep 2019 18:10,72.6,14.0,12.2,12.4,12.4,57,False,8.9,8.2,77,12.8,12.8,55.00000000000001,8.22,6.4,70.0
618,20 Sep 2019 20:10,67.9,13.2,10.0,9.6,9.6,71,False,8.5,6.8,81,8.58,7.96,77.0,8.17,6.01,74.0
619,20 Sep 2019 22:10,77.5,11.9,10.0,9.6,9.6,71,False,8.2,5.8,89,9.4,8.26,76.0,8.93,6.51,82.0
620,21 Sep 2019 00:10,75.4,12.0,10.0,10.2,10.2,76,False,9.0,5.9,89,9.92,8.62,77.0,9.52,7.05,84.0
621,21 Sep 2019 02:10,77.3,12.2,10.0,10.2,10.2,76,False,10.4,7.7,87,9.9,8.63,79.0,10.26,10.26,85.0
622,21 Sep 2019 04:10,88.7,11.4,8.9,7.6,7.6,100,False,13.1,10.6,77,9.27,7.59,100,12.31,12.31,80.0
623,21 Sep 2019 06:10,94.1,11.1,11.1,9.4,9.4,87,False,15.1,13.2,72,10.15,10.15,94.0,14.43,14.43,70.0
624,21 Sep 2019 08:10,91.7,12.0,12.2,10.7,10.7,87,False,16.7,15.7,65,11.83,11.83,86.0,17.4,17.4,55.00000000000001
625,21 Sep 2019 10:10,92.3,12.6,12.8,12.3,11.3,87,False,16.0,14.6,68,13.49,13.49,83.0,18.17,18.17,53.0
626,21 Sep 2019 12:10,91.4,14.1,13.9,12.7,11.7,82,False,15.2,13.4,69,15.35,15.35,74.0,16.93,16.93,57.99999999999999
627,21 Sep 2019 14:10,87.6,14.6,15.0,13.4,13.4,71,False,13.1,12.9,82,15.86,15.86,66.0,14.69,14.69,70.0
628,21 Sep 2019 16:10,77.4,15.7,15.0,13.6,13.6,67,False,11.8,11.6,87,15.36,15.36,65.0,12.38,12.38,80.0
629,21 Sep 2019 18:10,80.0,15.4,13.9,14.1,14.1,76,False,10.5,10.6,94,14.52,14.52,73.0,10.31,10.31,86.0
630,21 Sep 2019 20:10,91.6,13.0,11.1,11.3,11.3,93,False,8.3,8.5,100,11.81,11.81,88.0,8.9,7.76,90.0
631,21 Sep 2019 22:10,91.6,13.0,8.9,9.1,9.1,100,False,7.7,8.4,100,9.07,8.28,96.0,7.42,6.1,96.0
632,22 Sep 2019 00:10,91.7,12.0,7.8,8.0,8.0,93,False,7.4,7.8,100,8.55,7.19,97.0,6.95,5.63,100
633,22 Sep 2019 02:10,92.2,10.8,6.1,7.0,7.0,100,False,10.3,11.4,89,7.47,7.47,97.0,8.43,7.34,93.0
634,22 Sep 2019 04:10,91.9,10.2,5.0,7.5,7.5,100,False,14.8,16.7,72,5.78,5.78,100,13.07,13.07,75.0
635,22 Sep 2019 06:10,91.7,9.8,5.0,6.1,6.1,93,False,18.0,20.7,61,4.8,4.8,100,17.24,17.24,60.0
636,22 Sep 2019 08:10,90.9,9.4,8.9,11.6,9.6,93,False,19.7,21.9,55,6.86,5.85,94.0,20.78,20.78,48.0
637,22 Sep 2019 10:10,76.2,15.3,16.1,19.5,16.2,67,False,20.7,21.5,52,15.65,15.65,74.0,21.43,21.43,48.0
638,22 Sep 2019 12:10,55.0,21.7,18.9,20.8,17.6,52,False,17.6,18.6,65,19.1,19.1,53.0,19.2,19.2,56.00000000000001
639,22 Sep 2019 14:10,47.0,24.4,21.1,22.0,19.7,49,False,14.0,14.2,80,21.06,21.06,49.0,14.55,14.55,70.0
640,22 Sep 2019 16:10,49.5,22.5,21.1,21.5,19.9,49,False,12.6,13.6,81,21,21,50.0,11.95,11.95,79.0
641,22 Sep 2019 18:10,54.5,20.9,21.1,20.9,20.9,52,False,11.0,12.5,88,19.25,19.25,56.00000000000001,10.48,10.48,84.0
642,22 Sep 2019 20:10,65.2,18.6,12.2,13.3,13.3,87,False,9.6,10.4,94,14.18,14.18,70.0,9,8.46,88.0
643,22 Sep 2019 22:10,80.6,15.8,11.1,11.8,11.8,93,False,9.1,9.0,98,11.08,11.08,91.0,8.58,6.94,92.0
644,23 Sep 2019 00:10,89.6,13.9,10.0,10.7,10.7,100,False,9.0,8.2,97,9.2,9.2,98.0,8.45,6.08,97.0
645,23 Sep 2019 02:10,90.5,13.0,7.8,9.9,9.9,100,False,10.3,8.9,93,7.73,7.73,100,9.71,7.29,89.0
646,23 Sep 2019 04:10,91.0,12.0,8.9,9.6,9.6,100,False,13.0,12.0,77,7.65,6.49,100,11.99,11.99,79.0
647,23 Sep 2019 06:10,91.1,11.6,10.0,8.8,8.8,93,False,15.5,15.2,67,9.52,7.49,97.0,14.58,14.58,65.0
